Q1000070	b'Myron V. George'
Q1960651	b'Leonid Parfyonov'
Q1960707	b'Athanase Laurent Charles Coquerel'
Q1961022	b'Vasil Kanchov'
Q1961038	b'Kazys Boruta'
Q1962101	b'Eduardus Johannes Petrus van Meeuwen'
Q1963546	b'Alexander Polovtsov'
Q1963991	b'Nakayama Tadayasu'
Q1964151	b'Jakovs Pliners'
Q1964661	b'Alexander Gradsky'
Q1964810	b'Mlle Raucourt'
Q1965209	b'Glikeriya Bogdanova-Chesnokova'
Q1965220	b'Alexander Krasnoshchyokov'
Q1965235	b'Juris Sokolovskis'
Q1965600	b'Mikhail Zurabov'
Q19658	b'Cenk Uygur'
Q1966094	b'Konstantin Zatulin'
Q19663108	b'Tom Gluyas'
Q1966582	b'Loek Hermans'
Q19665	b'Bremen Roland'
Q1966662	b'Nathan T. Hopkins'
Q19671234	b'Ujir Singh Thapa'
Q19673	b'Al Gore'
Q196860	b'Zeth H\xc3\xb6glund'
Q1968763	b'Solomon Krym'
Q1969259	b'Ali Parvin'
Q1969367	b'J\xc4\x81nis Pommers'
Q1969393	b'Karlo Lukanov'
Q1969584	b'J\xc3\xb3zef Teodorowicz'
Q1969917	b'Ram\xc3\xb3n Allende Pad\xc3\xadn'
Q1970552	b'Salvatore Lima'
Q1970710	b'Suzanne Lagier'
Q1971334	b'Miroslav Mitrofanov'
Q1971453	b'Khoren Abrahamyan'
Q1971731	b'Derelys Perdue'
Q197183	b'Zhang Fei'
Q1971984	b'Stephen Gaghan'
Q1972072	b'Ivan Moskvin'
Q197276	b'Zhang Qian'
Q1972958	b'Paul Lynde'
Q1973323	b'Nestor Shufrych'
Q197355	b'Zhang Zilin'
Q197358	b'Zhang Zuolin'
Q1973882	b'Ned R. Healy'
Q1974258	b'Ethel Shannon'
Q197431	b'Zhao Dan'
Q1974348	b'Richard Yary'
Q1974463	b'Vera Karalli'
Q1974497	b'Nehemiah Abbott'
Q197453	b'Zhao Shiyan'
Q197471	b'Zhao Wei'
Q1974961	b'Juozas Ambrazevi\xc4\x8dius'
Q1975172	b'Rolf Harris'
Q1975502	b'Paruyr Hayrikyan'
Q1975824	b'Danilo Lim'
Q1975914	b'Florence Turner'
Q1976027	b'Evelio Javier'
Q1976156	b'Jean Bevers'
Q1976582	b'Ivan Delyanov'
Q197665	b'Zheng Zhi'
Q197692	b'Charilaos Trikoupis'
Q1978029	b'Irakli Menagarishvili'
Q1978794	b'Joseph Albert Alberdingk Thijm'
Q197894	b'Owen Paterson'
Q19796	b'Cai Yuanpei'
Q1980184	b'Michel van Hulten'
Q1980296	b'Joseph Kobzon'
Q198042	b'Zhou Yongkang'
Q19810	b'Victoria Beckham'
Q1981432	b'Niels van den Berge'
Q198171	b'Emanuel B. Hart'
Q198178	b'Walter Underhill'
Q1981895	b'Marguerite De La Motte'
Q1982192	b'William Lundigan'
Q1982213	b'Nevers Mumba'
Q19825	b'Cecil Rhodes'
Q198289	b'Ernest Greenwood'
Q198313	b'Ziaur Rahman'
Q1983282	b"J. Pat O'Malley"
Q1983484	b'Newell A. George'
Q19837	b'Steve Jobs'
Q1984085	b'Alisa Koonen'
Q1984113	b'Ng Eng Hen'
Q19843221	b'M. S. Umesh'
Q1984358	b'Paul Demetrius Kotzebue'
Q1984540	b'Alberto Anaya'
Q1984548	b'Grigori Machtet'
Q1984751	b'Niccol\xc3\xb2 da Uzzano'
Q19848	b'Lady Gaga'
Q1985901	b'Nico Delle Karth'
Q1986078	b'Nicola Arigliano'
Q19862720	b'Apollinariya Yakubova'
Q1986756	b'Jorge Toriello Garrido'
Q19878	b'Muammar Gaddafi'
Q1987979	b'Frances Rafferty'
Q19880260	b'Jack Hobens'
Q1988083	b'Peggie Castle'
Q1988121	b'Wieteke van Dort'
Q19882080	b'Stephanie Zvan'
Q1989190	b'William Lever, 1st Viscount Leverhulme'
Q19891974	b'Alma Dolens'
Q19893459	b'Jane Misme'
Q19894285	b'Harriet Forten Purvis'
Q1990316	b'Alicia Bruzzo'
Q19904154	b'Bernardo Tavares'
Q1990838	b'Ludolf Leendertsz de Jongh'
Q19924543	b'Maia Weinstock'
Q1993042	b'Nedelcho Beronov'
Q1993906	b'Nita Talbot'
Q1994260	b'Salah Nasr'
Q19943	b'Juan Carlos I of Spain'
Q1994660	b'Amanda Waller'
Q1994925	b'Noble Jones Gregory'
Q19952288	b'Andre De Grasse'
Q19958062	b'Helen Grayco'
Q1995968	b'Ilya Mikhalchuk'
Q1997163	b'Bob Bingham'
Q1997436	b'Pan Halippa'
Q19975728	b'Manuel Cortes'
Q199801	b'Cindy Crawford'
Q19985138	b'Giovanni Savonuzzi'
Q1998566	b'Dirk Verhofstadt'
Q199861	b'Khafra'
Q199896	b'Karl Malone'
Q199927	b'Alyson Hannigan'
Q199929	b'Jennifer Morrison'
Q1999514	b'Norman Eddy'
Q1999640	b'Norman Lloyd'
Q200015	b'Vladimir Zhirinovsky'
Q2000598	b'Steven Curtis Chapman'
Q2000621	b'Paul McKenna'
Q2000855	b'Rupen Zartarian'
Q200085	b'Pietro Badoglio'
Q2000880	b'Walery S\xc5\x82awek'
Q2000924	b'Louise Glaum'
Q2001278	b'Aleksandras Abi\xc5\xa1ala'
Q2001631	b'Marziyya Davudova'
Q200194	b'Victoria Justice'
Q2002136	b'Gheorghe Grigore Cantacuzino'
Q2002383	b'Toomas Savi'
Q200261	b'Tom Welling'
Q200355	b'Olivia Wilde'
Q2003890	b'Vladimir Lukin'
Q2003940	b'Sakshi Tanwar'
Q2004024	b'Walter Abel'
Q200405	b'John Hurt'
Q2004176	b'Gertrude Astor'
Q2004270	b'Manuel Men\xc3\xa9ndez'
Q2004329	b'Kisenosato Yutaka'
Q2004552	b'Shmuel Dayan'
Q200476	b'Juan Bravo Murillo'
Q2005413	b'Manuel Marques de Sousa, Count of Porto Alegre'
Q2005629	b'William Bendix'
Q200566	b'Cobie Smulders'
Q200586	b'Sheryl Crow'
Q200611	b'Meredith Eaton'
Q2006490	b'Emma (wrestler)'
Q200683	b'Tyson Gay'
Q2007084	b'W. R. van Ho\xc3\xabvell'
Q200768	b'Dennis Quaid'
Q200770	b'Robert Green'
Q200776	b'Tassos Papadopoulos'
Q200806	b'Harold Knutson'
Q2008225	b'Joop Doderer'
Q200841	b'Jim Caviezel'
Q200850	b'J\xc3\xa1nos K\xc3\xa1d\xc3\xa1r'
Q2008535	b'Anne-Wil Lucas'
Q2008597	b'Anne Jaclard'
Q200882	b'Maxim Staviski'
Q2008915	b'Benjamin McCulloch'
Q20090382	b'Thomas W. Campbell'
Q2009702	b'Arijan van Bavel'
Q201034	b'Lana Turner'
Q2010462	b'Phyllis Haver'
Q201057	b'Aaron L. Ford'
Q2010726	b'Julius Mac Leod'
Q201102	b'Lucius Cornelius Balbus (proconsul)'
Q20110	b'Francesco Totti'
Q201143	b'Anne of Brittany'
Q2011665	b'Johannes Thedens'
Q2011786	b'Praskovia Kovalyova-Zhemchugova'
Q2011866	b'Alexander Yuzhin'
Q2012281	b'Friso de Zeeuw'
Q2012743	b'Andr\xc3\xa9 Ribeiro'
Q2012757	b'Mihhail Lotman'
Q201279	b'Woody Harrelson'
Q20127	b'Wilhelm Liebknecht'
Q2012872	b'Dorothy Phillips'
Q201291	b'Colin McRae'
Q2013166	b'Dolf Brouwers'
Q201367	b'Gregory van der Wiel'
Q201373	b'Nikola \xc5\xbdigi\xc4\x87'
Q201418	b'Abigail Breslin'
Q2014261	b'Henry Odein Ajumogobia'
Q2014357	b'Henry Lytton'
Q2014547	b'Odin Langen'
Q201514	b'M. Ward'
Q201534	b'Fl\xc3\xb3ri\xc3\xa1n Albert'
Q2015358	b'Johan Ringers'
Q201608	b'Dennis Rodman'
Q201656	b'Nick Jonas'
Q201665	b'Nicol\xc3\xa1s Ardito Barletta Vallarino'
Q2016756	b'Henry Howe Bemrose'
Q2016816	b'Pierre Fr\xc3\xa9d\xc3\xa9ric Dorian'
Q2016880	b'Rik Janssen'
Q2017182	b'Urmila Matondkar'
Q2017259	b'Hans Nansen'
Q201751	b'Ralph Flanders'
Q201752	b'Javi Mart\xc3\xadnez'
Q2017707	b'Oliver Golding'
Q201776	b'Vasilis Torosidis'
Q201794	b'Tomasz Frankowski'
Q201795	b'Ben Bernanke'
Q201810	b'Marilou Berry'
Q201825	b'Marek Ham\xc5\xa1\xc3\xadk'
Q201837	b'Matthew Upson'
Q201860	b'Clint Dempsey'
Q201866	b'Aleksandr Kerzhakov'
Q201896	b'Eljero Elia'
Q201900	b'R\xc3\xbc\xc5\x9ft\xc3\xbc Re\xc3\xa7ber'
Q201927	b'David Hasselhoff'
Q2019314	b'Theo Thijssen'
Q2019775	b'Marcel Sembat'
Q201994	b'Ali Larter'
Q202049	b'Auguste Beernaert'
Q202054	b'Keisuke Honda'
Q202148	b'Burt Reynolds'
Q2021551	b'Domingo Nieto'
Q2021556	b'Juan Cris\xc3\xb3stomo Torrico'
Q202171	b'Juho Kusti Paasikivi'
Q202185	b'Jay Brannan'
Q2021981	b'Arthur Ranc'
Q202209	b'Giuliano Amato'
Q202237	b'Landon Donovan'
Q202266	b'Margaret I of Denmark'
Q202285	b'Buffalo Bill'
Q202304	b'Jason Segel'
Q202312	b'Stewart Downing'
Q202319	b'Bill Haley'
Q202329	b'Joey Barton'
Q202350	b'Alberto Gonzales'
Q2023592	b'Pyotr Lopukhin'
Q2023708	b'Richard Blumenthal'
Q202536	b'Paulina Rubio'
Q2025499	b'Juho Lallukka'
Q202555	b'Gabriel Bonnot de Mably'
Q202569	b'Emre Bel\xc3\xb6zo\xc4\x9flu'
Q2025956	b'Ky\xc5\x8dko Kishida'
Q2026428	b'Gun\xc4\x81rs Cilinskis'
Q202650	b'Abd el-Krim'
Q202662	b'Jessica Sutta'
Q202663	b'Wyclef Jean'
Q2026643	b'Alfredo Baquerizo'
Q2026936	b'Vladimir Rayevsky'
Q2027185	b'Naphtali Friedman'
Q202725	b'Mia Farrow'
Q202735	b'Billy Bob Thornton'
Q202752	b'\xc5\xbdeljko Joksimovi\xc4\x87'
Q202765	b'Kate Winslet'
Q202867	b'Billy Bremner'
Q2028686	b'Huseyn Arablinski'
Q202878	b'Mae West'
Q202979	b'Cordell Hull'
Q20297	b'Li Zongren'
Q203002	b'Igor Akinfeev'
Q203007	b'Charles Fleetwood'
Q203036	b'Rafael del Riego'
Q2030881	b'Sultan Majid Afandiyev'
Q203096	b'Sue Campbell, Baroness Campbell of Loughborough'
Q203129	b'Duncan Sandys'
Q203138	b'Victoria Abril'
Q203152	b'Henry Y. Cranston'
Q2031553	b'William H. Woodin'
Q203219	b'Boris Karloff'
Q203223	b'Ciara'
Q2032376	b'Meyer Basin'
Q203268	b'Michael C. Hall'
Q2032801	b'Oscar Keller'
Q2032949	b'Richard Cordray'
Q2032986	b'Oscar Stanton De Priest'
Q2033504	b'Jacques Sadoul'
Q2033868	b'Sir Richard Wallace, 1st Baronet'
Q2033994	b'Vladas Mironas'
Q2034032	b'Oskar Textorius'
Q203433	b'Spiro Agnew'
Q2034816	b'Peder Anker'
Q203559	b'Brigham Young'
Q203657	b'Jon Dahl Tomasson'
Q203665	b'Sim\xc3\xa3o Sabrosa'
Q2036942	b'Ted Cruz'
Q203708	b'Manuel Aza\xc3\xb1a'
Q2037497	b'Hristo Chernopeev'
Q203749	b'Fernando Muslera'
Q203781	b'Roy Hodgson'
Q203799	b'Otto Stenroth'
Q203804	b'Tim Roth'
Q2038188	b'Steve Bacic'
Q203819	b'Claudette Colbert'
Q20382795	b'Said al-Sabeh'
Q203829	b'Charles I of Anjou'
Q203840	b'Isabella Rossellini'
Q2039206	b'Digna Ochoa'
Q2039492	b'Thomas R. Gold'
Q2039502	b'Charles J. Colgan'
Q203960	b'James Earl Jones'
Q2039644	b'Otto Krueger'
Q203966	b'Paul Ryan'
Q204027	b'Sergei Ivanov'
Q204059	b'Mateja Ke\xc5\xbeman'
Q204077	b'Cao Cao'
Q2041357	b'Richard Grenville-Temple, 2nd Earl Temple'
Q204141	b'Christian Poulsen'
Q204205	b'Sonja Henie'
Q204218	b'Stuart Sutcliffe'
Q204230	b'Geremi'
Q2042456	b'Overton Brooks'
Q2042645	b'Owen Rand Kenan'
Q2042868	b'Fredrikke Nielsen'
Q2042885	b'Lauri Letonm\xc3\xa4ki'
Q2042893	b'Kustaa Rovio'
Q2042	b'Charles de Gaulle'
Q2043169	b'Johan Valckenaer'
Q2043289	b'Aureliano Blanquet'
Q2043572	b'Peter Davis Oakley'
Q2043891	b'Harley Granville-Barker'
Q204389	b'Zeinab Jammeh'
Q204426	b'Jane Asher'
Q204429	b'Harry Kewell'
Q2044640	b'Andr\xc3\xa9 Oktay Dahl'
Q204487	b'Zine El Abidine Ben Ali'
Q2044	b'Florence'
Q204517	b'Georg Sverdrup'
Q2045276	b'D\xc3\xa9sir\xc3\xa9 de Haerne'
Q2045369	b'Alexander J\xc3\xa4rnefelt'
Q2045515	b'John I. De Graff'
Q2045896	b'David Levy Yulee'
Q204630	b'Phil McGraw'
Q2046354	b'Huseyn Shaheed Suhrawardy'
Q2046530	b'Gheorghe Cristescu'
Q20469	b'Alan Dzagoev'
Q204723	b'Mirko Cvetkovi\xc4\x87'
Q204751	b'Anthony Kiedis'
Q204825	b'Bebeto'
Q204848	b'Mathieu Flamini'
Q204852	b'Oskari Tokoi'
Q204889	b'Victor-Joseph \xc3\x89tienne de Jouy'
Q204929	b'Jos\xc3\xa9 Manuel Mart\xc3\xadn'
Q2049688	b'S. P. Balasubrahmanyam'
Q204975	b'Gaspard II de Coligny'
Q2049920	b'Andr\xc3\xa9 Renard'
Q2050534	b'Mohanlal'
Q2050788	b'Shreya Ghoshal'
Q205155	b'Zinovios Valvis'
Q2052110	b'Karin Straus'
Q2052637	b'Parke M. Banta'
Q205282	b'William Jennings Bryan'
Q2052894	b'Olga Petrova'
Q205314	b'Janet Leigh'
Q2053185	b'Helen Holmes'
Q2053698	b'Adele DeGarde'
Q205435	b'Billy Zane'
Q2054524	b'Dominik Garc\xc3\xada-Lorido'
Q205545	b'Eleftherios Venizelos'
Q205591	b'Jean-Pons-Guillaume Viennet'
Q205599	b'George Lazenby'
Q2056444	b'Pat Cannon'
Q205698	b'Suvi-Anne Siimes'
Q2057392	b"Patrick B. O'Sullivan"
Q2057654	b'Patrick Harvie'
Q205777	b'Charles Shaw-Lefevre, 1st Viscount Eversley'
Q2057780	b'Patrick M. Martin'
Q205783	b'Toussaint Louverture'
Q2057880	b'Patrick Pillay'
Q2058342	b'Eugene Walter'
Q2058654	b'Lowell Sherman'
Q205942	b'Yalova'
Q2059776	b'Bo\xc5\xbeidar Ad\xc5\xbeija'
Q2060774	b'Edith Storey'
Q2061077	b'Paul L\xc3\xbc\xc3\xb6nd'
Q206112	b'Willie Nelson'
Q2061166	b'Robert Alda'
Q2061698	b'Adah Isaacs Menken'
Q2061728	b'Nils Alml\xc3\xb6f'
Q206191	b'Abigail Adams'
Q2062124	b'Conway Tearle'
Q2062204	b'Paul Scheffer'
Q2062257	b'George Walsh'
Q206237	b'Matt Busby'
Q2062389	b'Catharine van Tussenbroek'
Q2062509	b'Guzel Khubbieva'
Q2062537	b'Paul Speiser'
Q2062610	b'Paul Strasburger, Baron Strasburger'
Q2062792	b'Paul Tingley'
Q20631198	b'Lee Hedges'
Q206364	b'David Boreanaz'
Q206384	b'Joseph Addison'
Q2064079	b'Leonardo Rodr\xc3\xadguez Alcaine'
Q2064150	b'Hrachia Nersisyan'
Q20641548	b'Tasos Georgiou Vatikiotis'
Q2064207	b'Paulus Buys'
Q206439	b'Isaac Hayes'
Q206446	b'Christian Lous Lange'
Q20645466	b'Juliana Awada'
Q2064558	b'Vezhdi Rashidov'
Q2064678	b'Pavel Zedn\xc3\xad\xc4\x8dek'
Q206471	b'Borut Pahor'
Q20648148	b'Suyyash Rai'
Q206506	b'Claudine Longet'
Q2065406	b'Anton Bergmann'
Q2065508	b'Beryl Mercer'
Q206607	b'Roman Shirokov'
Q206619	b'Charlotte Cederschi\xc3\xb6ld'
Q206639	b'Gerhard Hager'
Q2066400	b'Gleb Plaksin'
Q206659	b'Brendan Gleeson'
Q2066724	b'Mrs. Leslie Carter'
Q206677	b'Wayne Bridge'
Q2067384	b'Isabelle Corey'
Q2067726	b'Ouida Berg\xc3\xa8re'
Q2067820	b'Willibrordus S. Rendra'
Q2068010	b'Alec B. Francis'
Q206833	b'Denise Richards'
Q2068561	b'Anatole Vakhnianyn'
Q206856	b'Angela Lansbury'
Q206916	b'Sophia Bush'
Q2069193	b'Joseph Delaunay'
Q206922	b'Andy Serkis'
Q206972	b'Olympe de Gouges'
Q206	b'Stephen Harper'
Q2070099	b'Flora Finch'
Q2070284	b'Percy Quin'
Q2070305	b'Percy Spender'
Q2070360	b'Stephen Chbosky'
Q2070393	b'Yekaterina Peshkova'
Q2070905	b'Ralph Goodale'
Q2071313	b'Perl D. Decker'
Q2071314	b'Piet Bukman'
Q20713456	b'Enrique Orellana'
Q20717409	b'Vilma Gl\xc3\xbccklich'
Q2071744	b'Karel De\xc5\xbeman'
Q2071757	b'Perry Belmont'
Q207177	b'Pixie Lott'
Q207179	b'Bill Nighy'
Q207191	b'John C. Calhoun'
Q207197	b'Gene Simmons'
Q2071	b'David Lynch'
Q2072265	b'Kelli Berglund'
Q2072512	b'Richard Temple, 1st Viscount Cobham'
Q207269	b'Joan Sutherland'
Q207307	b'Robert Carlyle'
Q2073214	b'Martin Abern'
Q20737448	b'Sardar Akhtar'
Q207384	b'Alexander I of Yugoslavia'
Q207389	b'Rachel'
Q20739010	b'Rose Gollup Cohen'
Q20739015	b'Dimitrana Ivanova'
Q20739133	b'Ethel Bruce'
Q20739193	b'Robert Barrie Walker'
Q207397	b'Didier Zokora'
Q207403	b'R\xc3\xb3bert Vittek'
Q20740746	b'Jeffrey David Cox'
Q207407	b'Elano'
Q207416	b'Bartolom\xc3\xa9 de las Casas'
Q207426	b'Alejandro Toledo'
Q207431	b'Louis van Gaal'
Q2074387	b'Mariano Moreno'
Q20744152	b'Sakaguchi Kiichiro'
Q2074446	b'Peter D. Wigginton'
Q2074551	b'Peder Oxe'
Q207459	b'Grigory Zinoviev'
Q207473	b'C\xc4\x83lin Popescu-T\xc4\x83riceanu'
Q2074808	b'Mammad agha Shahtakhtinski'
Q20748116	b'Maria Cristina Vilanova'
Q2074856	b'Luis Araquist\xc3\xa1in'
Q2075069	b'Peter G. Gerry'
Q207506	b'Kyle MacLachlan'
Q2075431	b'Vagarshak Ter-Vaganyan'
Q207544	b'L. Frank Baum'
Q207548	b'Obafemi Martins'
Q2075761	b'Manuel Moreno'
Q207596	b'Daryl Hannah'
Q207598	b'Shannen Doherty'
Q207631	b'M\xc3\xa1ty\xc3\xa1s R\xc3\xa1kosi'
Q207634	b'Cleisthenes'
Q207658	b'Brian Clough'
Q207672	b'William Wilberforce'
Q2076768	b'Zachary Macaulay'
Q2076868	b'Mikhail Brusnev'
Q2077023	b'Peter Merian'
Q207713	b'Mark Cavendish'
Q2077217	b'Peter M\xc3\xbcnstermann'
Q2077272	b'Sim Visser'
Q207728	b'Mohammad Najibullah'
Q207739	b'Carole Lombard'
Q2077445	b'Nancy Kulp'
Q207800	b'Artur Boruc'
Q207806	b'Carlo Cudicini'
Q2078934	b'Abraham Bueno de Mesquita'
Q2079488	b'\xc3\x9cgyek'
Q207953	b'Elizabeth of York'
Q207955	b'Omar Bradley'
Q2079674	b'Gerard du Prie'
Q2079957	b'William I of the Netherlands'
Q207	b'George W. Bush'
Q208020	b'Andr\xc3\xa9 Ooijer'
Q2080241	b'Shi Yan Ming'
Q2080473	b'Petras Klimas'
Q208087	b'Jon\xc3\xa1s Guti\xc3\xa9rrez'
Q208104	b'Xabi Alonso'
Q2081084	b'Stane Kav\xc4\x8di\xc4\x8d'
Q208117	b'Bella Thorne'
Q208135	b'Saif al-Islam Gaddafi'
Q2081609	b'Jozef Simons'
Q208203	b'Kim Seong-su'
Q208230	b'Claude Bernard'
Q208258	b'France Gall'
Q2083549	b'Alexander Guchkov'
Q208355	b'Joaquim Chissano'
Q2083585	b'Barbara Lawrence'
Q2083681	b'Esperanza Aguirre'
Q208408	b'Tim Allen'
Q208422	b'Taye Taiwo'
Q2084633	b'Philip I de Cro\xc3\xbf'
Q208477	b'Moshe Sharett'
Q2084968	b'William Cavendish, 3rd Earl of Devonshire'
Q2085053	b'Hans Gispen'
Q208586	b'Stephan Lichtsteiner'
Q208591	b'Anna Lindh'
Q2086183	b'Philip Gould, Baron Gould of Brookwood'
Q208623	b'Ray Allen'
Q208663	b'William Pitt, 1st Earl of Chatham'
Q208667	b'Stellan Skarsg\xc3\xa5rd'
Q208681	b'Kris Kristofferson'
Q208685	b'Rupert Everett'
Q2086	b'Alberto Ascari'
Q208700	b'Aiden McGeady'
Q208706	b'Stipe Pletikosa'
Q2087072	b'Philipp Murmann'
Q20875447	b'Ramona Barrufet i Santacana'
Q20875	b'Edward VII'
Q2087852	b'Hussein al-Husayni'
Q208871	b'Ike Turner'
Q2088812	b'Mykola Voronyi'
Q2088981	b'Adrian Monk'
Q2089833	b'Wilhelmus Frederik van Leeuwen'
Q2090633	b'Georges Malkine'
Q209098	b'Madeleine Stowe'
Q209144	b'Dimitrios Rallis'
Q2091471	b'Athanasios Tsakalov'
Q209186	b'James Mason'
Q2091892	b'Suzan DelBene'
Q2092187	b'Dimitar Blagoev'
Q2092252	b'Children of the Chapel'
Q2092688	b'Tabitha St. Germain'
Q2092785	b'C. A. Rosetti'
Q209353	b'Teresa Cristina of the Two Sicilies'
Q2093662	b'Robert Baldwin'
Q2093821	b'Washakie'
Q2093915	b'Pierre Rosanvallon'
Q2093967	b'Pierre Van Cortlandt'
Q2094078	b'Thomas Brackett Reed'
Q2094185	b'Sean Maguire'
Q2094491	b"Tip O'Neill"
Q209518	b'Wayne Gretzky'
Q20951	b'\xc3\x89lis\xc3\xa9e Reclus'
Q209529	b'Dimitrios Gounaris'
Q2095310	b'Mary Fuller'
Q209535	b'False Dmitry I'
Q2095732	b'Windell Middlebrooks'
Q209611	b'Thorbj\xc3\xb8rn Jagland'
Q209639	b'Karim Massimov'
Q209662	b'Lucille Ball'
Q20971889	b'Lee Chatfield'
Q2097213	b'Carl Ballantine'
Q20974098	b'Pamela Manson'
Q2097705	b'Pieter Winsemius'
Q2097780	b'Pyotr Shilovsky'
Q20983861	b'Ho Lye Toh'
Q20985355	b'Denny Emerson'
Q20987282	b'Martha Stone Hubbard'
Q2098	b'Martial'
Q2099159	b'Pleasant B. Tully'
Q209921	b'Julius Erving'
Q2099297	b'Betico Croes'
Q2099801	b'Lieven Bauwens'
Q209989	b'Hubert Humphrey'
Q209992	b'Volkan Demirel'
Q2100206	b'Hans Teeuwen'
Q210059	b'Neil Gaiman'
Q210083	b'Enzo Francescoli'
Q210102	b'Jairzinho'
Q2101309	b'Albertus Henricus Wiese'
Q21014512	b'Henny Tscherning'
Q210148	b'Peter Fonda'
Q210172	b'Kevin Jonas'
Q210200	b'Eliza Dushku'
Q2102702	b'Koos Andriessen'
Q210329	b'Yuan Shikai'
Q210350	b'Miltiades'
Q21035211	b'Horia Mosadiq'
Q210453	b'Thiago Silva'
Q210462	b'Christina Hendricks'
Q2105051	b'Ewa Aulin'
Q2105065	b'Porter H. Dale'
Q210547	b'Aubrey Plaza'
Q210555	b'John C. Brown'
Q2105733	b'Austin Peck'
Q2105	b'Jacques Chirac'
Q2106724	b'Lex Goudsmit'
Q210734	b"Youssou N'Dour"
Q210741	b'Eric Idle'
Q210937	b'Stijn Schaars'
Q210944	b'Tiago Mendes'
Q2110221	b'Arthur Tappan'
Q211040	b'Rose McGowan'
Q211048	b'Alessandro Diamanti'
Q2110643	b'Sultanzade Sabahaddin'
Q2110644	b'Marcus Slingenberg'
Q211065	b'B\xc3\xa1rbara Lennie'
Q211082	b'Tara Reid'
Q211111	b'Ursula Andress'
Q2111322	b'Joannes Josephus van Mulken'
Q211144	b'Ellen Burstyn'
Q2111892	b'Samuel van Houten'
Q2111930	b'Graham Kennedy'
Q2112764	b'Nicos Anastasiades'
Q211280	b'Ray Liotta'
Q2113308	b'Eric Corton'
Q2113601	b'Simona Caparrini'
Q211379	b'Sayyid Qutb'
Q211415	b'Edward James Olmos'
Q211462	b'Brandon Lee'
Q2114703	b'Charles H. Winfield'
Q2114715	b'George Woodward Greene'
Q2114867	b'William Fiero Russell'
Q2114871	b'Josiah Sutherland'
Q2114922	b'Benjamin A. Willis'
Q211519	b'Emmeline Pankhurst'
Q2115292	b'John F. Collin'
Q2115303	b'John B. Steele'
Q211551	b'Nikolai Alexandrovich Morozov'
Q211581	b'Charlie Austin'
Q2115954	b'Psychic TV'
Q2117189	b'Sally Pressman'
Q211730	b'Evanna Lynch'
Q211749	b'D\xc3\xa9sir\xc3\xa9e Clary'
Q211771	b'Iveta Radi\xc4\x8dov\xc3\xa1'
Q211787	b'Jules Bordet'
Q2118568	b'RJ Mitte'
Q2118869	b'Yvan Mayeur'
Q211890	b'Benjamin Wood'
Q211910	b'James S. T. Stranahan'
Q2119579	b'Armand Swartenbroeks'
Q2119865	b'Truman A. Merriman'
Q211987	b'Jon Stewart'
Q212002	b'Amanda Bynes'
Q212006	b'Rosie Huntington-Whiteley'
Q212015	b'Johnny Hallyday'
Q212026	b'Mira Sorvino'
Q212048	b'Glenn Ford'
Q212052	b'James I of Aragon'
Q212064	b'Channing Tatum'
Q212068	b'Jean-Jacques Dessalines'
Q2120911	b'Paul Rosenm\xc3\xb6ller'
Q212163	b'Folke Bernadotte'
Q212173	b'Roger Ebert'
Q212230	b'Willis A. Gorman'
Q212258	b'Friedrich Wilhelm von Prittwitz und Gaffron'
Q212276	b'Samuel R. Peters'
Q2123813	b'R. J. Reynolds'
Q2123822	b'Urszula Grabowska'
Q2124	b"Val\xc3\xa9ry Giscard d'Estaing"
Q2125168	b'Victor de Stuers'
Q2125195	b'Rachel Ames'
Q2125645	b'Wolfgang Sch\xc3\xbcssel'
Q212617	b'Ron Vlaar'
Q212631	b'Chris Coyne'
Q212634	b'Charles Jonnart'
Q212648	b'Rudy Giuliani'
Q212676	b'Symon Petliura'
Q212733	b'Joseph Estrada'
Q2128071	b'Johnnie Wright'
Q2128120	b'Rainer G\xc3\xb6gele'
Q21285536	b'Keith Sequeira'
Q212872	b'Alcaeus of Mytilene'
Q212886	b'Stephen Colbert'
Q2129139	b'Jean-Remy de Chestret'
Q212955	b'Albert Lutuli'
Q2129571	b'Ralph E. Updike'
Q2129622	b'Ralph Grey, Baron Grey of Naunton'
Q212963	b'Samuel Adams'
Q2129651	b'Ralph Horr'
Q212979	b'Robert Gates'
Q2129	b'Bode Miller'
Q213002	b'Samir Handanovi\xc4\x87'
Q2130127	b'Ramez Tebet'
Q2130284	b'Ramona Pop'
Q2130608	b'Randall S. Harmon'
Q2130610	b'Randall L. Gibson'
Q213061	b'Charles I of Hungary'
Q2130783	b'Randy Forbes'
Q213091	b'Carlos Bocanegra'
Q213111	b'Sebastian Giovinco'
Q213119	b'Jean Makoun'
Q213122	b'Betty Ford'
Q213134	b'Lars Jacobsen'
Q2132391	b'Hein Boele'
Q213287	b'Marlee Matlin'
Q213374	b'James Connolly'
Q2133926	b'Ray Lyman Wilbur'
Q213416	b'Am\xc3\xadlcar Cabral'
Q213425	b'Danny Kaye'
Q213427	b'Aaron Ramsey'
Q213430	b'Larry King'
Q2134593	b'Antonius Johannes Jurgens'
Q213459	b'Darren Bent'
Q2134808	b'Graham Cole'
Q213512	b'Bill Cosby'
Q2135219	b"Mass'oud Mirza Zell-e Soltan"
Q213521	b'Ashlee Simpson'
Q213537	b'Ulrich von Hassell'
Q213542	b'Heinrich Friedrich Karl vom und zum Stein'
